age,weight,height,income_lpa,smoker,city,occupation,insurance_premium_category
19,118.9,1.9,50.0,True,Jalandhar,freelancer,Medium
63,104.2,1.85,23.292409,False,Jalandhar,unemployed,High
25,64.8,1.53,14.524656,False,Jaipur,freelancer,Low
32,51.5,1.88,12.408276,False,Indore,student,Low
41,107.1,1.52,13.044518,True,Hyderabad,student,High
67,99.7,1.57,5.74827,False,Lucknow,retired,High
74,101.2,1.73,27.585095,False,Chandigarh,freelancer,Medium
41,104.1,1.53,42.471775,True,Jaipur,retired,Medium
61,56.2,1.56,10.202678,True,Kolkata,retired,High
66,75.7,1.88,22.514054,False,Chandigarh,business_owner,Medium
65,59.1,1.9,6.047137,False,Chennai,government_job,High
50,110.4,1.82,12.510741,False,Jalandhar,private_job,Medium
68,93.9,1.71,5.30769,True,Kota,retired,High
43,73.8,1.86,10.48915,True,Jalandhar,freelancer,Medium
52,55.5,1.54,15.35344,False,Chennai,government_job,Low
55,72.5,1.88,26.176997,True,Pune,retired,Medium
28,73.4,1.64,6.862789,False,Delhi,private_job,Low
52,101.2,1.84,22.732215,False,Chandigarh,retired,Low
66,94.9,1.77,4.702177,False,Hyderabad,business_owner,High
51,112.1,1.88,19.083736,False,Bangalore,retired,Medium
28,83.5,1.85,50.0,True,Mysore,student,Low
33,59.3,1.86,8.948387,False,Pune,freelancer,Low
48,100.1,1.75,3.104567,True,Mumbai,unemployed,High
58,103.4,1.83,36.101439,False,Jaipur,unemployed,Low
27,89.7,1.8,18.442083,True,Chandigarh,private_job,Medium
49,104.1,1.56,22.291638,False,Chandigarh,retired,Medium
66,85.0,1.76,50.0,False,Chandigarh,retired,Low
51,87.0,1.56,6.160706,False,Lucknow,retired,Medium
55,80.5,1.85,6.364125,True,Indore,government_job,High
30,52.8,1.53,24.508819,False,Delhi,private_job,Low
54,58.5,1.89,42.248714,False,Kota,government_job,Low
62,53.3,1.66,17.479041,False,Lucknow,freelancer,Medium
59,94.8,1.57,12.446322,True,Chennai,retired,High
63,72.7,1.87,19.20311,False,Jaipur,retired,Medium
69,86.0,1.52,30.171646,False,Mumbai,government_job,Medium
63,113.4,1.69,2.737943,False,Kota,government_job,High
54,68.2,1.81,4.530645,False,Chennai,retired,Medium
46,79.3,1.63,12.210917,False,Pune,private_job,Low
24,103.0,1.71,28.763086,True,Kolkata,student,Medium
52,66.8,1.78,50.0,False,Delhi,freelancer,Low
53,56.4,1.88,11.885205,True,Jalandhar,freelancer,High
43,71.0,1.54,17.633052,False,Chandigarh,retired,Low
51,62.2,1.56,6.478372,True,Chennai,retired,High
38,115.0,1.7,27.739142,True,Indore,student,Medium
73,106.6,1.67,4.023931,False,Kota,retired,High
56,94.6,1.66,13.295794,False,Jaipur,government_job,Medium
63,111.0,1.62,4.734745,False,Mysore,student,High
64,106.3,1.72,1.318378,False,Kota,retired,High
57,63.9,1.85,50.0,False,Chandigarh,retired,Low
21,112.4,1.56,32.52792,False,Bangalore,student,Low
56,88.2,1.59,32.777284,True,Indore,freelancer,Medium
40,106.6,1.77,36.591558,False,Pune,freelancer,Low
42,112.7,1.52,50.0,False,Mysore,retired,Low
64,72.9,1.77,16.09691,False,Jaipur,government_job,Medium
43,58.7,1.63,34.988001,False,Mumbai,government_job,Low
70,66.8,1.64,7.763529,True,Bangalore,retired,High
35,80.4,1.66,11.140166,False,Lucknow,student,Low
68,107.3,1.64,2.487945,False,Lucknow,unemployed,High
67,110.2,1.84,16.812527,False,Indore,government_job,High
51,51.6,1.88,7.515782,True,Mumbai,government_job,High
42,86.2,1.72,11.62982,True,Chennai,government_job,Medium
43,79.8,1.73,33.516553,False,Hyderabad,unemployed,Low
28,66.4,1.53,18.770183,True,Indore,student,Medium
57,59.3,1.79,41.806834,False,Lucknow,unemployed,Low
64,74.3,1.73,7.029699,True,Hyderabad,private_job,High
32,115.9,1.52,20.492233,True,Delhi,government_job,High
52,73.3,1.58,6.662789,False,Chandigarh,retired,Low
66,86.7,1.58,11.093394,False,Indore,government_job,High
36,99.4,1.57,9.610362,True,Jaipur,freelancer,High
53,76.1,1.76,4.414215,True,Chandigarh,unemployed,High
51,117.9,1.87,8.549673,False,Mysore,retired,Medium
54,117.2,1.81,25.41205,True,Jaipur,retired,Medium
58,68.4,1.69,4.916095,False,Jaipur,retired,Medium
69,85.3,1.66,6.486115,False,Jalandhar,student,High
43,71.8,1.65,50.0,False,Delhi,student,Low
58,70.7,1.74,50.0,True,Hyderabad,freelancer,Medium
32,53.6,1.64,33.624812,True,Chennai,student,Low
67,93.0,1.59,50.0,True,Lucknow,retired,High
63,85.6,1.74,50.0,True,Lucknow,government_job,High
26,54.6,1.66,12.215369,False,Jalandhar,private_job,Low
39,70.2,1.51,50.0,True,Chandigarh,student,Medium
49,113.5,1.51,50.0,True,Chandigarh,government_job,Medium
52,67.6,1.61,12.432338,False,Kolkata,retired,Low
44,61.1,1.7,17.749375,True,Bangalore,unemployed,Medium
44,84.7,1.64,6.50115,False,Indore,student,Low
67,118.8,1.51,12.118083,False,Kota,government_job,High
46,67.7,1.59,2.435549,False,Jaipur,business_owner,Medium
50,97.3,1.54,7.062898,True,Chandigarh,retired,High
33,103.4,1.88,32.241726,False,Chennai,unemployed,Low
36,67.4,1.63,4.363546,False,Lucknow,unemployed,Medium
45,101.1,1.51,9.539902,False,Chandigarh,retired,Low
41,76.4,1.76,24.888181,False,Indore,government_job,Low
71,94.5,1.59,9.791112,False,Kolkata,government_job,High
34,94.6,1.73,47.781768,False,Indore,business_owner,Low
69,87.9,1.56,50.0,True,Indore,student,High
72,57.3,1.89,6.822776,False,Chandigarh,student,High
54,108.5,1.89,8.325837,False,Kolkata,government_job,Medium
44,73.1,1.76,14.145924,True,Jaipur,retired,Medium
18,63.9,1.78,6.478253,False,Indore,student,Low
19,53.9,1.67,50.0,True,Mysore,private_job,Low
41,91.7,1.88,8.553728,True,Mysore,student,Medium
56,97.6,1.67,36.669466,False,Chandigarh,student,Low
49,52.2,1.6,2.593492,True,Chandigarh,business_owner,High
40,86.3,1.55,5.753608,True,Mysore,retired,High
72,66.7,1.58,4.080037,True,Lucknow,unemployed,High
66,95.4,1.73,3.425921,True,Jaipur,freelancer,High
51,63.1,1.6,7.629379,False,Kota,retired,Low
42,98.6,1.76,20.170769,False,Hyderabad,private_job,Low
68,77.7,1.65,50.0,False,Delhi,freelancer,Low
24,115.5,1.85,10.778698,True,Delhi,private_job,High
43,60.5,1.72,14.732511,True,Hyderabad,business_owner,Medium
70,74.5,1.75,19.554459,False,Chennai,private_job,Medium
38,58.9,1.72,6.041797,False,Mumbai,government_job,Low
72,114.6,1.85,13.115573,False,Mysore,business_owner,High
40,111.4,1.53,50.0,True,Pune,retired,Medium
58,68.8,1.53,20.634739,True,Bangalore,retired,High
45,96.4,1.78,50.0,True,Jalandhar,retired,Medium
46,107.2,1.81,13.823917,False,Indore,student,Medium
65,89.2,1.67,6.805307,False,Delhi,private_job,High
39,87.5,1.64,42.430256,True,Mysore,unemployed,Medium
25,67.7,1.61,50.0,False,Kota,private_job,Low
40,57.5,1.59,7.797712,False,Chandigarh,unemployed,Low
66,112.7,1.86,20.104362,False,Jaipur,government_job,High
58,113.0,1.62,12.554369,True,Lucknow,student,High
70,94.6,1.76,2.948241,False,Indore,government_job,High
58,74.4,1.81,3.141528,False,Hyderabad,retired,Medium
47,75.1,1.51,10.742248,False,Lucknow,retired,Medium
61,101.0,1.51,47.703687,False,Kota,retired,Medium
62,112.7,1.63,34.306908,True,Jalandhar,retired,High
74,112.0,1.78,4.913975,True,Kolkata,student,High
63,104.7,1.6,3.91682,True,Mysore,retired,High
45,95.2,1.5,5.149702,True,Jaipur,retired,High
75,56.9,1.62,4.695443,False,Mumbai,retired,High
37,62.2,1.54,5.104198,False,Chandigarh,business_owner,Low
51,112.8,1.59,1.450389,True,Lucknow,unemployed,High
31,92.8,1.63,0.9167,True,Mumbai,student,High
47,51.7,1.55,0.80588,False,Chandigarh,government_job,Medium
53,58.1,1.78,2.445943,True,Indore,freelancer,High
59,96.7,1.6,48.573076,False,Indore,freelancer,Low
60,51.4,1.76,50.0,False,Indore,retired,Low
24,62.1,1.74,50.0,False,Chandigarh,student,Low
47,88.8,1.86,17.702489,False,Kota,student,Low
33,98.6,1.54,5.73512,False,Jaipur,government_job,Low
45,95.9,1.59,8.378206,False,Jaipur,private_job,Low
67,66.5,1.85,15.713542,False,Delhi,freelancer,Medium
32,100.0,1.83,50.0,True,Jaipur,unemployed,Low
35,67.4,1.58,4.523208,False,Jalandhar,government_job,Medium
42,73.5,1.54,13.507558,True,Chennai,retired,High
52,102.4,1.84,14.98569,False,Mumbai,retired,Medium
49,95.7,1.57,12.218418,False,Jalandhar,retired,Medium
71,109.4,1.85,1.477533,False,Hyderabad,retired,High
42,96.3,1.88,9.940946,False,Kolkata,government_job,Low
61,90.1,1.59,3.041627,False,Lucknow,student,High
32,57.5,1.84,50.0,False,Jaipur,government_job,Low
49,76.4,1.67,25.231159,False,Chandigarh,unemployed,Low
23,69.3,1.82,45.974795,False,Delhi,government_job,Low
61,67.9,1.66,5.086472,True,Indore,retired,High
41,117.9,1.53,8.214417,True,Chennai,retired,High
72,78.1,1.79,50.0,False,Mumbai,business_owner,Low
32,112.4,1.56,41.532582,True,Hyderabad,unemployed,Medium
42,94.5,1.87,21.406976,True,Jaipur,government_job,Medium
26,105.7,1.67,50.0,False,Hyderabad,government_job,Low
18,85.6,1.53,50.0,True,Jalandhar,freelancer,Medium
71,90.7,1.59,50.0,False,Kolkata,student,Medium
45,84.9,1.85,42.711461,False,Chennai,business_owner,Low
24,64.5,1.63,47.484186,False,Delhi,business_owner,Low
63,100.7,1.84,9.370717,False,Kota,private_job,Medium
33,70.4,1.57,16.697255,False,Lucknow,business_owner,Low
40,52.8,1.69,28.466627,True,Indore,retired,Medium
42,95.4,1.85,19.106915,True,Kolkata,student,Medium
64,63.3,1.52,23.41409,False,Lucknow,unemployed,Medium
36,115.7,1.62,11.527259,True,Delhi,private_job,High
41,116.6,1.86,0.667878,False,Jalandhar,retired,Medium
39,114.0,1.74,28.339294,False,Jalandhar,student,Low
32,76.5,1.79,15.163303,False,Kota,unemployed,Low
69,52.2,1.84,15.482303,False,Lucknow,freelancer,High
45,114.9,1.71,50.0,True,Jalandhar,retired,Medium
20,80.5,1.84,19.932412,False,Kota,government_job,Low
70,117.5,1.76,5.554369,False,Jalandhar,business_owner,High
58,117.3,1.77,28.694746,False,Chennai,private_job,Low
71,109.7,1.56,14.792455,True,Indore,retired,High
23,71.3,1.88,45.95438,False,Chennai,government_job,Low
66,77.6,1.82,6.983879,True,Indore,retired,High
28,109.6,1.6,5.493318,True,Mysore,business_owner,High
27,72.9,1.73,7.433697,False,Lucknow,unemployed,Low
21,62.7,1.65,2.009593,False,Mysore,private_job,Medium
46,89.4,1.76,8.319245,False,Kota,student,Low
56,115.4,1.9,50.0,False,Indore,freelancer,Low
75,98.9,1.52,6.052857,False,Jalandhar,government_job,High
39,90.3,1.88,3.026531,True,Mysore,student,High
63,57.8,1.53,7.532048,False,Jalandhar,retired,Medium
50,93.4,1.68,17.155724,True,Lucknow,unemployed,High
28,119.1,1.69,5.926138,True,Indore,business_owner,High
59,60.7,1.61,14.568272,False,Mysore,business_owner,Low
33,86.7,1.73,17.751897,False,Bangalore,freelancer,Low
51,111.4,1.83,13.489337,True,Chandigarh,business_owner,High
25,102.0,1.62,12.203216,False,Mysore,business_owner,Low
25,99.0,1.53,50.0,False,Kota,student,Low
45,99.4,1.75,16.351291,True,Mysore,freelancer,High
65,75.8,1.8,5.640727,False,Chandigarh,retired,Medium
73,71.3,1.88,30.879042,True,Bangalore,student,High
43,106.7,1.56,12.603668,False,Kolkata,student,Low
59,106.8,1.86,14.564536,False,Chennai,freelancer,Medium
18,110.7,1.69,41.04901,True,Chandigarh,government_job,Medium
64,113.8,1.59,50.0,True,Kota,business_owner,High
36,86.2,1.89,3.845422,False,Pune,unemployed,Medium
52,85.6,1.6,50.0,False,Delhi,freelancer,Low
47,105.9,1.79,12.537701,True,Kota,business_owner,High
43,95.8,1.81,12.633606,False,Lucknow,freelancer,Low
27,99.3,1.67,4.432909,False,Kolkata,student,Medium
44,105.8,1.78,30.611424,False,Hyderabad,government_job,Low
62,112.2,1.73,2.818216,True,Mysore,student,High
72,74.3,1.58,24.342835,True,Mumbai,business_owner,High
32,76.9,1.8,50.0,True,Chennai,private_job,Low
47,57.6,1.87,9.524721,True,Chandigarh,unemployed,High
24,90.8,1.7,44.256819,False,Indore,student,Low
54,53.6,1.9,14.733704,False,Delhi,unemployed,Medium
55,83.1,1.67,2.911335,True,Jalandhar,student,High
71,88.4,1.69,15.359156,False,Hyderabad,freelancer,High
55,70.8,1.77,10.980788,False,Indore,business_owner,Low
37,91.7,1.57,36.093125,False,Mumbai,private_job,Low
55,53.2,1.86,9.027949,False,Lucknow,student,Medium
69,53.7,1.82,23.308029,False,Indore,private_job,High
35,107.6,1.85,4.215391,True,Jalandhar,government_job,High
22,75.8,1.74,21.593895,True,Mysore,unemployed,Medium
68,59.8,1.85,13.820421,True,Jalandhar,government_job,High
40,87.0,1.77,11.701771,False,Indore,retired,Low
49,104.0,1.7,13.932087,False,Kolkata,unemployed,Medium
18,65.9,1.87,9.760885,True,Chandigarh,freelancer,Medium
73,93.9,1.68,15.732832,False,Lucknow,unemployed,High
65,57.0,1.7,10.840434,True,Mumbai,retired,High
57,54.7,1.57,4.615061,False,Kolkata,unemployed,Medium
40,87.6,1.88,3.235411,True,Bangalore,retired,High
62,88.2,1.59,7.816661,False,Chandigarh,retired,High
64,94.9,1.58,9.498806,False,Indore,retired,High
32,101.0,1.54,0.53,True,Kolkata,government_job,High
21,118.1,1.68,13.752873,False,Indore,student,Low
54,86.6,1.61,50.0,False,Lucknow,private_job,Low
65,73.3,1.8,28.759172,False,Chandigarh,retired,Low
32,105.7,1.62,11.149901,False,Kota,unemployed,Low
30,69.7,1.79,5.491304,True,Kolkata,private_job,Medium
21,81.3,1.58,2.079613,False,Chandigarh,private_job,Medium
45,56.5,1.59,35.782267,True,Chandigarh,private_job,Low
74,52.8,1.82,21.497907,False,Kota,government_job,High
53,117.2,1.65,3.460907,False,Kota,retired,High
62,108.5,1.54,38.846037,True,Jaipur,government_job,High
25,98.9,1.88,33.904151,False,Chennai,business_owner,Low
64,79.2,1.57,6.433669,False,Jalandhar,government_job,High
74,63.0,1.56,9.765875,False,Kolkata,student,Medium
56,61.8,1.64,17.722261,False,Chandigarh,freelancer,Low
66,68.3,1.54,24.732586,False,Lucknow,private_job,Medium
44,88.8,1.56,4.038267,False,Lucknow,business_owner,Medium
68,100.2,1.84,25.119164,True,Lucknow,private_job,High
30,96.5,1.57,14.369715,True,Kolkata,business_owner,High
64,70.3,1.54,45.692323,True,Pune,unemployed,High
55,116.7,1.85,31.153884,False,Mysore,freelancer,Low
30,101.8,1.68,14.348276,False,Mysore,unemployed,Low
51,89.2,1.56,36.910004,True,Chennai,retired,Medium
69,93.1,1.73,2.558884,False,Mumbai,retired,High
18,79.9,1.52,8.920594,True,Indore,unemployed,High
71,68.1,1.67,4.617877,False,Lucknow,student,High
58,75.6,1.74,7.308581,False,Mumbai,retired,Low
20,103.2,1.88,7.211263,True,Mysore,freelancer,Medium
61,52.1,1.63,3.356661,False,Jaipur,freelancer,High
37,59.1,1.81,38.400038,False,Kolkata,government_job,Low
46,54.3,1.55,30.753071,True,Lucknow,freelancer,Medium
48,53.9,1.67,6.90568,False,Mysore,unemployed,Low
67,109.9,1.59,1.054739,True,Jalandhar,unemployed,High
42,99.4,1.7,7.724206,False,Chandigarh,retired,Low
71,83.7,1.67,12.762624,False,Mumbai,retired,High
38,57.8,1.89,50.0,True,Mumbai,business_owner,Medium
32,84.9,1.87,7.240553,False,Mysore,business_owner,Low
53,83.6,1.73,39.495581,True,Mysore,government_job,Medium
61,63.0,1.57,7.726853,True,Chennai,unemployed,High
50,80.9,1.72,25.168323,False,Chandigarh,unemployed,Low
38,78.5,1.82,32.732601,True,Indore,student,Low
64,93.4,1.52,25.440046,False,Chandigarh,student,Medium
57,94.7,1.67,4.698107,True,Kolkata,retired,High
29,54.2,1.52,9.02579,True,Mysore,government_job,Medium
43,76.8,1.6,25.684973,False,Jaipur,retired,Low
65,94.1,1.54,2.367877,False,Mysore,government_job,High
55,85.7,1.88,32.092593,True,Jaipur,retired,Medium
65,109.9,1.57,3.546908,False,Indore,private_job,High
57,96.4,1.56,3.043433,False,Chandigarh,student,High
56,62.3,1.89,7.493474,True,Indore,unemployed,High
41,55.9,1.71,6.337161,False,Indore,business_owner,Low
27,95.2,1.8,16.44472,True,Jaipur,government_job,Medium
75,52.9,1.63,18.064114,True,Kota,business_owner,High
66,91.3,1.71,14.546426,True,Jaipur,retired,High
54,115.7,1.5,4.566225,False,Mumbai,business_owner,High
43,90.6,1.66,50.0,True,Mumbai,unemployed,Medium
38,77.8,1.72,14.454837,False,Lucknow,business_owner,Low
54,95.3,1.71,37.473427,False,Lucknow,freelancer,Low
52,82.6,1.66,1.080141,False,Indore,retired,Medium
45,88.6,1.82,24.255272,True,Jalandhar,government_job,Medium
67,115.8,1.7,7.168549,False,Jaipur,retired,High
58,77.6,1.75,31.032563,False,Jalandhar,freelancer,Low
42,117.1,1.57,50.0,False,Gaya,business_owner,Low
53,113.3,1.84,3.724715,False,Indore,retired,High
23,64.6,1.65,34.607801,True,Kolkata,freelancer,Low
53,55.9,1.69,6.967682,True,Jaipur,business_owner,High
48,58.0,1.64,1.718454,False,Kota,unemployed,Medium
31,52.4,1.86,37.329261,True,Pune,business_owner,Medium
45,57.6,1.86,50.0,False,Pune,retired,Low
47,98.0,1.59,50.0,False,Chandigarh,freelancer,Low
34,56.0,1.8,18.740015,False,Jalandhar,student,Low
60,73.0,1.54,2.74884,True,Indore,unemployed,High
54,109.1,1.51,10.717768,True,Indore,retired,High
42,52.7,1.83,11.939523,False,Lucknow,retired,Low
22,107.1,1.55,44.964606,False,Mumbai,unemployed,Low
43,70.5,1.56,13.106313,False,Bangalore,private_job,Low
35,59.2,1.74,1.372597,True,Kolkata,business_owner,High
34,99.0,1.83,26.937895,False,Bangalore,student,Low
61,94.3,1.58,14.571448,False,Pune,retired,High
46,111.4,1.55,36.390237,False,Indore,unemployed,Low
52,101.6,1.53,17.694492,True,Hyderabad,retired,High
18,106.3,1.51,28.727496,True,Indore,business_owner,Medium
44,70.5,1.55,13.683791,False,Indore,business_owner,Low
32,63.3,1.88,18.392956,True,Kota,unemployed,High
65,102.7,1.54,4.885914,False,Delhi,freelancer,High
70,106.5,1.74,19.878208,True,Chennai,retired,High
34,119.1,1.87,10.983212,True,Mysore,freelancer,High
27,79.4,1.75,23.079156,False,Chandigarh,government_job,Low
60,76.7,1.51,3.666997,True,Jalandhar,retired,High
66,104.4,1.74,50.0,False,Indore,government_job,Medium
25,74.5,1.86,17.693231,False,Kolkata,unemployed,Low
65,115.0,1.63,32.215237,False,Hyderabad,student,Medium
28,110.1,1.63,13.534302,False,Delhi,unemployed,Low
66,80.6,1.6,26.142444,True,Delhi,government_job,High
72,102.7,1.7,1.139173,True,Pune,student,High
65,102.9,1.6,11.961555,False,Indore,business_owner,High
31,58.2,1.79,5.628508,False,Kota,freelancer,Low
67,113.1,1.76,9.061787,False,Chandigarh,retired,High
26,85.8,1.66,40.92496,True,Pune,unemployed,Medium
56,107.9,1.79,2.317275,True,Jalandhar,private_job,High
39,73.1,1.54,30.377231,True,Jaipur,freelancer,Medium
21,112.6,1.8,22.364183,False,Mumbai,unemployed,Low
52,77.8,1.74,50.0,False,Indore,retired,Low
45,51.8,1.75,1.375718,False,Kolkata,private_job,Medium
24,113.3,1.53,25.750373,False,Chandigarh,freelancer,Low
65,57.4,1.75,17.778336,True,Chandigarh,private_job,High
70,73.0,1.7,12.698972,False,Mumbai,retired,Medium
62,116.4,1.69,50.0,False,Mysore,government_job,Medium
45,116.4,1.63,1.324663,True,Jaipur,private_job,High
25,90.5,1.5,15.450884,True,Jalandhar,unemployed,High
59,94.5,1.67,41.4572,True,Indore,private_job,Medium
29,81.9,1.66,2.252515,True,Delhi,freelancer,High
74,71.2,1.67,25.891585,False,Hyderabad,retired,Low
64,73.7,1.74,19.258214,True,Chandigarh,student,High
38,97.3,1.62,1.293225,False,Jalandhar,student,Medium
53,102.8,1.61,44.995447,True,Jaipur,unemployed,Medium
75,105.5,1.7,5.048097,False,Kolkata,retired,High
61,105.3,1.74,50.0,True,Hyderabad,government_job,High
57,57.4,1.73,25.317152,False,Jalandhar,retired,Low
45,85.1,1.85,18.722782,False,Chandigarh,government_job,Low
36,55.1,1.81,41.017094,False,Kolkata,business_owner,Low
67,88.9,1.52,36.008145,False,Chennai,business_owner,Medium
48,81.4,1.73,1.560511,False,Mumbai,private_job,Medium
30,112.1,1.67,2.063785,False,Jalandhar,student,Medium
63,75.2,1.64,11.498665,False,Chandigarh,government_job,Medium
54,59.1,1.88,4.130128,True,Chandigarh,government_job,High
51,60.9,1.68,50.0,False,Chandigarh,student,Low
50,103.4,1.79,4.527434,True,Chandigarh,private_job,High
75,93.6,1.89,14.898624,True,Bangalore,freelancer,High
35,58.0,1.56,25.568756,False,Mysore,government_job,Low
19,56.9,1.52,50.0,True,Jaipur,private_job,Low
57,99.3,1.63,47.667727,True,Mysore,student,Medium
57,56.1,1.52,6.505894,True,Pune,unemployed,High
75,107.6,1.55,23.979793,False,Lucknow,unemployed,High
46,99.6,1.9,29.025114,True,Mumbai,retired,Medium
18,56.7,1.88,26.686408,True,Kota,student,Medium
53,56.9,1.78,4.578803,False,Jaipur,government_job,High
60,118.9,1.8,50.0,False,Chandigarh,unemployed,Low
51,76.8,1.56,3.502428,True,Lucknow,business_owner,High
42,76.6,1.74,28.452291,True,Mumbai,retired,Low
52,106.9,1.56,5.101611,False,Lucknow,retired,Medium
52,116.2,1.65,20.693773,False,Jalandhar,business_owner,Medium
53,118.8,1.64,10.853557,True,Jaipur,unemployed,High
64,102.9,1.75,3.213105,False,Lucknow,retired,High
61,76.9,1.53,0.88486,False,Bangalore,freelancer,High
43,56.8,1.54,35.666326,False,Kolkata,unemployed,Low
42,104.5,1.74,7.277098,False,Hyderabad,freelancer,Low
22,89.5,1.75,15.690646,True,Indore,business_owner,Medium
31,80.2,1.64,50.0,False,Kolkata,private_job,Low
62,113.4,1.56,26.739973,False,Indore,private_job,Medium
33,58.7,1.85,0.55549,False,Chandigarh,government_job,Medium
44,84.9,1.52,3.500197,True,Chandigarh,student,High
69,51.9,1.79,1.77647,False,Indore,retired,High
65,83.3,1.56,5.381415,False,Kota,retired,High
39,55.0,1.75,9.993894,False,Indore,freelancer,Low
42,59.3,1.77,50.0,False,Kolkata,freelancer,Low
31,59.2,1.82,40.737951,False,Jalandhar,government_job,Low
70,95.7,1.66,19.926879,True,Jaipur,business_owner,High
42,102.4,1.51,21.938131,True,Mysore,retired,High
39,91.2,1.82,22.705301,True,Kota,freelancer,Medium
46,117.2,1.68,1.959027,False,Hyderabad,student,High
55,76.9,1.84,2.856738,True,Delhi,government_job,High
74,70.7,1.81,22.216819,False,Mysore,private_job,Medium
41,110.8,1.7,13.537238,True,Jaipur,freelancer,High
34,66.5,1.9,18.774007,False,Mumbai,business_owner,Low
55,117.3,1.68,50.0,True,Jaipur,freelancer,Medium
60,51.9,1.78,6.288891,False,Chandigarh,freelancer,Medium
74,117.7,1.77,8.966187,False,Kota,private_job,High
75,54.1,1.71,17.662915,True,Jalandhar,student,High
61,112.3,1.73,2.070279,True,Hyderabad,government_job,High
29,87.4,1.82,2.663486,True,Indore,student,High
21,119.3,1.73,50.0,False,Mumbai,government_job,Low
